101	/L/-3-4b-4
102	1-bs-2b-1
103	1-1b-6
104	/L/-3b-3-4b
105	/L/-5-4-3
106	/L/-3b-3-6
107	1-/R/-6b-3
108	/R/-4b-3b-2
109	1-/L/-5-3
110	/R/-4b-3-2
111	2/L/-1-3b
112	/R/-6-3-6b
113	2-3-2
114	1-pb-2b
115	1-/L/-1-6b
116	1b-6-4
117	1-2b-3
118	2/L/-1-6b
119	2/L/-1b-2
120	/L/-3b-5-3
121	1b-2b-3
122	/L/-5-2-1
123	/L/-5-2-3
124	/L/-5-4-5
125	1-/L/-3b-4
126	2b-3b-3
127	1-2-/L/-3b
128	1-1-/L/-3b
129	/L/-3b-2-1
130	1-1b-2
131	/L/-5-6-3
132	1-2-pb-2/L/
133	1b-4b-5
134	1-2-/R/-4
135	1-pb-1-4
136	/L/-3-2-1
137	/R/-6b-1-2/L/
138	1-/R/-6b-5
139	pb-/R/-6-5-4
140	2/L/-3b-6
141	4b-2-3b
142	/L/-5-/L/-3-2
143	1b-2b-3
144	1-1b-4
145	4b-5-2
146	1b-3b-3
147	1-/L/-3b-4
148	/L/-5-4-5
149	1-/L/-3b-3
150	1-/R/-4-5
151	1-2-/R/-6b
152	2b-3b-6
153	1-/R/-6b-5b
154	/R/-4b-6-1
155	1-2b-5
156	/R/-6b-3b
157	1b-6b-1
158	1-/R/-6b-6
159	1-2-/L/-5
160	1b-5-2
161	1-/L/-1-2b
162	1-/L/-5-4
163	1b-2-1
164	1-1-/L/-5
165	/L/-3b-2b-6
166	/R/-6b-1b-2
167	/R/-6b-1b-6
168	2b-5-2
169	1-1-/R/-6
170	1-2b-2b
171	sp-2-1-2/L/
172	1-/L/-3b-6
173	sp-2-1-2b
174	/L/-3-4b-3
175	/R/-4b-3b-6
176	/R/-6b-3-6
177	1b-6-1
178	1-sp-1-2/L/
179	2b-3-6
180	1b-2b-1
181	1-/L/-3b-5
182	1b-1-6
183	1b-1-2b
184	/R/-4b-3-4
185	/L/-3b-4b-3
186	2-3b-3
187	1-4-3b
188	1b-1-2
189	/L/-5b-4b-5
190	/L/-3-4b-6
191	1-5-4
192	2b-3b-4
193	2b-1-4
194	1-2-6
195	1-/L/-3b-4b
196	2-1-6
197	/L/-3-2b-6
198	2b-1b-4
199	/L/-3-/L/-3b-4
200	2b-1b-5
