501	Jab, Hook, Cross, Uppercut, Elbow
502	Jab, Hook, Cross, Overhand, Cross
503	Jab, Hook, Cross, Overhand, Hook
504	Jab, Hook, Cross, Overhand, Uppercut
505	Jab, Hook, Cross, Overhand, Overhand
506	Jab, Hook, Cross, Overhand, Elbow
507	Jab, Hook, Cross, Elbow, Cross
508	Jab, Hook, Cross, Elbow, Hook
509	Jab, Hook, Cross, Elbow, Uppercut
510	Jab, Hook, Cross, Elbow, Overhand
511	Jab, Hook, Cross, Elbow, Elbow
512	Jab, Uppercut, Cross, Hook, Cross
513	Jab, Uppercut, Cross, Hook, Hook
514	Jab, Uppercut, Cross, Hook, Uppercut
515	Jab, Uppercut, Cross, Hook, Overhand
516	Jab, Uppercut, Cross, Hook, Elbow
517	Jab, Uppercut, Cross, Uppercut, Cross
518	Jab, Uppercut, Cross, Uppercut, Hook
519	Jab, Uppercut, Cross, Uppercut, Uppercut
520	Jab, Uppercut, Cross, Uppercut, Overhand
521	Jab, Uppercut, Cross, Uppercut, Elbow
522	Jab, Uppercut, Cross, Overhand, Cross
523	Jab, Uppercut, Cross, Overhand, Hook
524	Jab, Uppercut, Cross, Overhand, Uppercut
525	Jab, Uppercut, Cross, Overhand, Overhand
526	Jab, Uppercut, Cross, Overhand, Elbow
527	Jab, Uppercut, Cross, Elbow, Cross
528	Jab, Uppercut, Cross, Elbow, Hook
529	Jab, Uppercut, Cross, Elbow, Uppercut
530	Jab, Uppercut, Cross, Elbow, Overhand
531	Jab, Uppercut, Cross, Elbow, Elbow
532	Jab, Overhand, Cross, Hook, Cross
533	Jab, Overhand, Cross, Hook, Hook
534	Jab, Overhand, Cross, Hook, Uppercut
535	Jab, Overhand, Cross, Hook, Overhand
536	Jab, Overhand, Cross, Hook, Elbow
537	Jab, Overhand, Cross, Uppercut, Cross
538	Jab, Overhand, Cross, Uppercut, Hook
539	Jab, Overhand, Cross, Uppercut, Uppercut
540	Jab, Overhand, Cross, Uppercut, Overhand
541	Jab, Overhand, Cross, Uppercut, Elbow
542	Jab, Overhand, Cross, Overhand, Cross
543	Jab, Overhand, Cross, Overhand, Hook
544	Jab, Overhand, Cross, Overhand, Uppercut
545	Jab, Overhand, Cross, Overhand, Overhand
546	Jab, Overhand, Cross, Overhand, Elbow
547	Jab, Overhand, Cross, Elbow, Cross
548	Jab, Overhand, Cross, Elbow, Hook
549	Jab, Overhand, Cross, Elbow, Uppercut
550	Jab, Overhand, Cross, Elbow, Overhand
551	Jab, Overhand, Cross, Elbow, Elbow
552	Jab, Elbow, Cross, Hook, Cross
553	Jab, Elbow, Cross, Hook, Hook
554	Jab, Elbow, Cross, Hook, Uppercut
555	Jab, Elbow, Cross, Hook, Overhand
556	Jab, Elbow, Cross, Hook, Elbow
557	Jab, Elbow, Cross, Uppercut, Cross
558	Jab, Elbow, Cross, Uppercut, Hook
559	Jab, Elbow, Cross, Uppercut, Uppercut
560	Jab, Elbow, Cross, Uppercut, Overhand
561	Jab, Elbow, Cross, Uppercut, Elbow
562	Jab, Elbow, Cross, Overhand, Cross
563	Jab, Elbow, Cross, Overhand, Hook
564	Jab, Elbow, Cross, Overhand, Uppercut
565	Jab, Elbow, Cross, Overhand, Overhand
566	Jab, Elbow, Cross, Overhand, Elbow
567	Jab, Elbow, Cross, Elbow, Cross
568	Jab, Elbow, Cross, Elbow, Hook
569	Jab, Elbow, Cross, Elbow, Uppercut
570	Jab, Elbow, Cross, Elbow, Overhand
571	Jab, Elbow, Cross, Elbow, Elbow
572	Jab, Cross, Hook, Cross, Cross
573	Jab, Cross, Hook, Cross, Hook
574	Jab, Cross, Hook, Cross, Uppercut
575	Jab, Cross, Hook, Cross, Overhand
576	Jab, Cross, Hook, Cross, Elbow
577	Jab, Cross, Hook, Hook, Cross
578	Jab, Cross, Hook, Hook, Hook
579	Jab, Cross, Hook, Hook, Uppercut
580	Jab, Cross, Hook, Hook, Overhand
581	Jab, Cross, Hook, Hook, Elbow
582	Jab, Cross, Hook, Uppercut, Cross
583	Jab, Cross, Hook, Uppercut, Hook
584	Jab, Cross, Hook, Uppercut, Uppercut
585	Jab, Cross, Hook, Uppercut, Overhand
586	Jab, Cross, Hook, Uppercut, Elbow
587	Jab, Cross, Hook, Overhand, Cross
588	Jab, Cross, Hook, Overhand, Hook
589	Jab, Cross, Hook, Overhand, Uppercut
590	Jab, Cross, Hook, Overhand, Overhand
591	Jab, Cross, Hook, Overhand, Elbow
592	Jab, Cross, Hook, Elbow, Cross
593	Jab, Cross, Hook, Elbow, Hook
594	Jab, Cross, Hook, Elbow, Uppercut
595	Jab, Cross, Hook, Elbow, Overhand
596	Jab, Cross, Hook, Elbow, Elbow
597	Jab, Cross, Uppercut, Cross, Cross
598	Jab, Cross, Uppercut, Cross, Hook
599	Jab, Cross, Uppercut, Cross, Uppercut
600	Jab, Cross, Uppercut, Cross, Overhand
