201	/L/-3b-4-6
202	1b-4b-6
203	2b-2-1
204	1t-2t-3
205	1-bs-1-2
206	/R/-4b-1b-6
207	1-/L/-3-/L/-3b
208	1-3-pb-2
209	1-2-1-2
210	1-2-1-1
211	1-1-2-1
212	1-1-2-3
213	1-1-2-/R/-6
214	1-2-3-4
215	1-2-3-2
216	1-2-3b-2
217	1-6-3-2
218	1-6-1-4
219	1-6-3-4
220	4b-6-3-2
221	1-1-2b-5
222	1-2-5-6
223	6-5-2-1p
224	1-4-1-6
225	1-4-1-2
226	1-4-3-6
227	1-4-3-2
228	1-4-5-2
229	1-6-3-6
230	1-6-5-2
231	1-1-2-6
232	1-1-4-2
233	3-2-3-2
234	2-3-2-3
235	3-6-3-2
236	2-5-2-3
237	4-3-4-3
238	4-5-4-3
239	3-6-3-6
240	3-4-3-4
241	1b-2-1-2/L/
242	/R/6b-3-6-3
243	1/R/-4b-3-6
244	1-2-/R/-6b-5b
245	1-2-/L/-3b-6
246	/R/-4b-5-4-5
247	1-2-3-6
248	/L/-3-4b-5b-4
249	/R/-4b-5-4-3b
250	/R/-4-3b-3-6b
251	1b-4-3b-6
252	1-2-1/R/-2
253	1-2-{3}-2
254	1-2-5-2
255	/R/-6b-5b-4-5
256	1-2-pb-2b-1
257	/R/-4-3b-3-6
258	/R/-4-3b-4b-5
259	/L/-5-6-3-4b
260	1-2b-1b-6
261	2b-3-6-3
262	1-2b-1b-4
263	/R/-6b-4-3b-6
264	/R/-6-3-4b-3b
265	/L/-5-4-3b-6
266	5-2/L/-3b-6b
267	1-2-pb-2/L/-3b
268	/R/-6b-3-5-4
269	/R/-2-6-3-6b
270	1/R/-4b-3b-4
271	1-2-/L/-3b-4b
272	1-1b-3-4
273	/R/-4-3b-3-6
274	1-2b-1-2
275	1-2-/R/-4b-3
276	2/L/-6b-4-3b
277	1-2b-3b-6
278	/L/-3b-6b-3-6
279	/R/-4b-6-5-4
280	1b-4-6-3
281	/L/-3b-6-5-4
282	/R/-4b-3b-5-4
283	1-1-2b-3b
284	2b-5-6-1
285	/L/-3b-4b-3-4b
286	1-1-2b-3
287	1-1b-3-4b
288	1-2b-5-4
289	2b-5-2-1
290	/L/-5-4-3b-3
291	/L/-3b-4b-5-4
292	1b-6b-6-1
293	2b-5-6-3
294	1b-/L/-3b-4b-3
295	1/R/-6b-5b-2
296	1-6-3-6b
297	1b-6-4-3b
298	1/R/-4b-5-4
299	2/L/-3b-4-3b
300	/L/-3b-4b-6-3
